Rezultati: 
Rezultat [natjecatelj=Natjecatelj [id=M14:2, godiste=14, spol=M, ukupanBrojBodova=40], redniBroj=1, vrijeme=55, brojBodova=0, diskvalificiran=true]
Rezultat [natjecatelj=Natjecatelj [id=Z35:199, godiste=35, spol=Z, ukupanBrojBodova=16], redniBroj=100, vrijeme=627, brojBodova=6, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z35:198, godiste=35, spol=Z, ukupanBrojBodova=4], redniBroj=99, vrijeme=629, brojBodova=4, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z35:186, godiste=35, spol=Z, ukupanBrojBodova=10], redniBroj=90, vrijeme=708, brojBodova=2, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z35:181, godiste=35, spol=Z, ukupanBrojBodova=7], redniBroj=87, vrijeme=840, brojBodova=1, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z35:187, godiste=35, spol=Z, ukupanBrojBodova=20], redniBroj=91, vrijeme=847, brojBodova=0, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z35:196, godiste=35, spol=Z, ukupanBrojBodova=35], redniBroj=98, vrijeme=908, brojBodova=0, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z35:185, godiste=35, spol=Z, ukupanBrojBodova=19], redniBroj=89, vrijeme=909, brojBodova=0, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z35:192, godiste=35, spol=Z, ukupanBrojBodova=4], redniBroj=94, vrijeme=977, brojBodova=0, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z35:198, godiste=35, spol=Z, ukupanBrojBodova=4], redniBroj=100, vrijeme=48, brojBodova=0, diskvalificiran=true]
Rezultat [natjecatelj=Natjecatelj [id=Z35:182, godiste=35, spol=Z, ukupanBrojBodova=25], redniBroj=92, vrijeme=159, brojBodova=25, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z35:193, godiste=35, spol=Z, ukupanBrojBodova=61], redniBroj=97, vrijeme=201, brojBodova=20, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z35:197, godiste=35, spol=Z, ukupanBrojBodova=23], redniBroj=99, vrijeme=272, brojBodova=15, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z35:190, godiste=35, spol=Z, ukupanBrojBodova=31], redniBroj=96, vrijeme=540, brojBodova=12, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z35:199, godiste=35, spol=Z, ukupanBrojBodova=16], redniBroj=101, vrijeme=579, brojBodova=10, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z35:189, godiste=35, spol=Z, ukupanBrojBodova=20], redniBroj=95, vrijeme=732, brojBodova=8, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z35:195, godiste=35, spol=Z, ukupanBrojBodova=14], redniBroj=98, vrijeme=741, brojBodova=6, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z35:185, godiste=35, spol=Z, ukupanBrojBodova=19], redniBroj=94, vrijeme=750, brojBodova=4, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z35:183, godiste=35, spol=Z, ukupanBrojBodova=47], redniBroj=93, vrijeme=782, brojBodova=2, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z35:185, godiste=35, spol=Z, ukupanBrojBodova=19], redniBroj=95, vrijeme=61, brojBodova=0, diskvalificiran=true]
Rezultat [natjecatelj=Natjecatelj [id=Z35:196, godiste=35, spol=Z, ukupanBrojBodova=35], redniBroj=101, vrijeme=208, brojBodova=25, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z35:194, godiste=35, spol=Z, ukupanBrojBodova=56], redniBroj=100, vrijeme=319, brojBodova=20, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z35:193, godiste=35, spol=Z, ukupanBrojBodova=61], redniBroj=99, vrijeme=467, brojBodova=15, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z35:189, godiste=35, spol=Z, ukupanBrojBodova=20], redniBroj=96, vrijeme=570, brojBodova=12, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z35:191, godiste=35, spol=Z, ukupanBrojBodova=30], redniBroj=97, vrijeme=578, brojBodova=10, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z35:197, godiste=35, spol=Z, ukupanBrojBodova=23], redniBroj=102, vrijeme=608, brojBodova=8, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z35:200, godiste=35, spol=Z, ukupanBrojBodova=31], redniBroj=103, vrijeme=612, brojBodova=6, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z35:192, godiste=35, spol=Z, ukupanBrojBodova=4], redniBroj=98, vrijeme=954, brojBodova=4, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z35:195, godiste=35, spol=Z, ukupanBrojBodova=14], redniBroj=112, vrijeme=6, brojBodova=0, diskvalificiran=true]
Rezultat [natjecatelj=Natjecatelj [id=Z35:183, godiste=35, spol=Z, ukupanBrojBodova=47], redniBroj=104, vrijeme=188, brojBodova=25, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z35:187, godiste=35, spol=Z, ukupanBrojBodova=20], redniBroj=106, vrijeme=377, brojBodova=20, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z35:200, godiste=35, spol=Z, ukupanBrojBodova=31], redniBroj=114, vrijeme=414, brojBodova=15, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z35:188, godiste=35, spol=Z, ukupanBrojBodova=37], redniBroj=107, vrijeme=470, brojBodova=12, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z35:196, godiste=35, spol=Z, ukupanBrojBodova=35], redniBroj=113, vrijeme=470, brojBodova=10, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z35:186, godiste=35, spol=Z, ukupanBrojBodova=10], redniBroj=105, vrijeme=619, brojBodova=8, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z35:181, godiste=35, spol=Z, ukupanBrojBodova=7], redniBroj=103, vrijeme=698, brojBodova=6, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z35:190, godiste=35, spol=Z, ukupanBrojBodova=31], redniBroj=109, vrijeme=706, brojBodova=4, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z35:193, godiste=35, spol=Z, ukupanBrojBodova=61], redniBroj=110, vrijeme=806, brojBodova=2, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z35:194, godiste=35, spol=Z, ukupanBrojBodova=56], redniBroj=111, vrijeme=905, brojBodova=1, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z35:189, godiste=35, spol=Z, ukupanBrojBodova=20], redniBroj=108, vrijeme=913, brojBodova=0, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z35:190, godiste=35, spol=Z, ukupanBrojBodova=31], redniBroj=98, vrijeme=27, brojBodova=0, diskvalificiran=true]
Rezultat [natjecatelj=Natjecatelj [id=Z35:184, godiste=35, spol=Z, ukupanBrojBodova=0], redniBroj=96, vrijeme=49, brojBodova=0, diskvalificiran=true]
Rezultat [natjecatelj=Natjecatelj [id=Z35:194, godiste=35, spol=Z, ukupanBrojBodova=56], redniBroj=101, vrijeme=218, brojBodova=25, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z35:191, godiste=35, spol=Z, ukupanBrojBodova=30], redniBroj=99, vrijeme=385, brojBodova=20, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z35:185, godiste=35, spol=Z, ukupanBrojBodova=19], redniBroj=97, vrijeme=713, brojBodova=15, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z35:193, godiste=35, spol=Z, ukupanBrojBodova=61], redniBroj=100, vrijeme=983, brojBodova=12, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z35:200, godiste=35, spol=Z, ukupanBrojBodova=31], redniBroj=102, vrijeme=991, brojBodova=10, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z45:205, godiste=45, spol=Z, ukupanBrojBodova=21], redniBroj=103, vrijeme=46, brojBodova=0, diskvalificiran=true]
Rezultat [natjecatelj=Natjecatelj [id=Z45:214, godiste=45, spol=Z, ukupanBrojBodova=47], redniBroj=111, vrijeme=105, brojBodova=25, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z45:213, godiste=45, spol=Z, ukupanBrojBodova=50], redniBroj=110, vrijeme=204, brojBodova=20, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z45:207, godiste=45, spol=Z, ukupanBrojBodova=15], redniBroj=104, vrijeme=225, brojBodova=15, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z45:201, godiste=45, spol=Z, ukupanBrojBodova=37], redniBroj=101, vrijeme=230, brojBodova=12, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z45:210, godiste=45, spol=Z, ukupanBrojBodova=10], redniBroj=107, vrijeme=395, brojBodova=10, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z45:204, godiste=45, spol=Z, ukupanBrojBodova=34], redniBroj=102, vrijeme=426, brojBodova=8, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z45:219, godiste=45, spol=Z, ukupanBrojBodova=20], redniBroj=112, vrijeme=701, brojBodova=6, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z45:208, godiste=45, spol=Z, ukupanBrojBodova=34], redniBroj=105, vrijeme=724, brojBodova=4, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z45:209, godiste=45, spol=Z, ukupanBrojBodova=12], redniBroj=106, vrijeme=761, brojBodova=2, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z45:211, godiste=45, spol=Z, ukupanBrojBodova=34], redniBroj=108, vrijeme=894, brojBodova=1, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z45:212, godiste=45, spol=Z, ukupanBrojBodova=6], redniBroj=109, vrijeme=940, brojBodova=0, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z45:211, godiste=45, spol=Z, ukupanBrojBodova=34], redniBroj=106, vrijeme=109, brojBodova=25, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z45:201, godiste=45, spol=Z, ukupanBrojBodova=37], redniBroj=102, vrijeme=159, brojBodova=20, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z45:218, godiste=45, spol=Z, ukupanBrojBodova=40], redniBroj=109, vrijeme=401, brojBodova=15, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z45:204, godiste=45, spol=Z, ukupanBrojBodova=34], redniBroj=104, vrijeme=715, brojBodova=12, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z45:213, godiste=45, spol=Z, ukupanBrojBodova=50], redniBroj=107, vrijeme=726, brojBodova=10, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z45:203, godiste=45, spol=Z, ukupanBrojBodova=33], redniBroj=103, vrijeme=853, brojBodova=8, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z45:206, godiste=45, spol=Z, ukupanBrojBodova=41], redniBroj=105, vrijeme=978, brojBodova=6, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z45:217, godiste=45, spol=Z, ukupanBrojBodova=13], redniBroj=108, vrijeme=998, brojBodova=4, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z45:201, godiste=45, spol=Z, ukupanBrojBodova=37], redniBroj=104, vrijeme=78, brojBodova=0, diskvalificiran=true]
Rezultat [natjecatelj=Natjecatelj [id=Z45:218, godiste=45, spol=Z, ukupanBrojBodova=40], redniBroj=111, vrijeme=116, brojBodova=25, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z45:206, godiste=45, spol=Z, ukupanBrojBodova=41], redniBroj=106, vrijeme=218, brojBodova=20, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z45:216, godiste=45, spol=Z, ukupanBrojBodova=17], redniBroj=110, vrijeme=242, brojBodova=15, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z45:208, godiste=45, spol=Z, ukupanBrojBodova=34], redniBroj=107, vrijeme=393, brojBodova=12, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z45:214, godiste=45, spol=Z, ukupanBrojBodova=47], redniBroj=109, vrijeme=667, brojBodova=10, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z45:204, godiste=45, spol=Z, ukupanBrojBodova=34], redniBroj=105, vrijeme=786, brojBodova=8, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z45:212, godiste=45, spol=Z, ukupanBrojBodova=6], redniBroj=108, vrijeme=958, brojBodova=6, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z45:219, godiste=45, spol=Z, ukupanBrojBodova=20], redniBroj=112, vrijeme=970, brojBodova=4, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z45:215, godiste=45, spol=Z, ukupanBrojBodova=25], redniBroj=123, vrijeme=105, brojBodova=25, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z45:220, godiste=45, spol=Z, ukupanBrojBodova=20], redniBroj=127, vrijeme=110, brojBodova=20, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z45:206, godiste=45, spol=Z, ukupanBrojBodova=41], redniBroj=119, vrijeme=323, brojBodova=15, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z45:208, godiste=45, spol=Z, ukupanBrojBodova=34], redniBroj=120, vrijeme=329, brojBodova=12, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z45:209, godiste=45, spol=Z, ukupanBrojBodova=12], redniBroj=121, vrijeme=333, brojBodova=10, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z45:217, godiste=45, spol=Z, ukupanBrojBodova=13], redniBroj=125, vrijeme=333, brojBodova=8, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z45:205, godiste=45, spol=Z, ukupanBrojBodova=21], redniBroj=118, vrijeme=391, brojBodova=6, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z45:204, godiste=45, spol=Z, ukupanBrojBodova=34], redniBroj=117, vrijeme=404, brojBodova=4, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z45:216, godiste=45, spol=Z, ukupanBrojBodova=17], redniBroj=124, vrijeme=468, brojBodova=2, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z45:201, godiste=45, spol=Z, ukupanBrojBodova=37], redniBroj=115, vrijeme=521, brojBodova=1, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z45:214, godiste=45, spol=Z, ukupanBrojBodova=47], redniBroj=122, vrijeme=552, brojBodova=0, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z45:219, godiste=45, spol=Z, ukupanBrojBodova=20], redniBroj=126, vrijeme=663, brojBodova=0, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z45:202, godiste=45, spol=Z, ukupanBrojBodova=0], redniBroj=116, vrijeme=856, brojBodova=0, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z45:203, godiste=45, spol=Z, ukupanBrojBodova=33], redniBroj=104, vrijeme=104, brojBodova=25, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z45:213, godiste=45, spol=Z, ukupanBrojBodova=50], redniBroj=109, vrijeme=371, brojBodova=20, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z45:205, godiste=45, spol=Z, ukupanBrojBodova=21], redniBroj=106, vrijeme=381, brojBodova=15, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z45:214, godiste=45, spol=Z, ukupanBrojBodova=47], redniBroj=110, vrijeme=384, brojBodova=12, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z45:219, godiste=45, spol=Z, ukupanBrojBodova=20], redniBroj=112, vrijeme=433, brojBodova=10, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z45:211, godiste=45, spol=Z, ukupanBrojBodova=34], redniBroj=108, vrijeme=438, brojBodova=8, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z45:208, godiste=45, spol=Z, ukupanBrojBodova=34], redniBroj=107, vrijeme=573, brojBodova=6, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z45:201, godiste=45, spol=Z, ukupanBrojBodova=37], redniBroj=103, vrijeme=664, brojBodova=4, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z45:204, godiste=45, spol=Z, ukupanBrojBodova=34], redniBroj=105, vrijeme=706, brojBodova=2, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z45:217, godiste=45, spol=Z, ukupanBrojBodova=13], redniBroj=111, vrijeme=712, brojBodova=1, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z45:220, godiste=45, spol=Z, ukupanBrojBodova=20], redniBroj=113, vrijeme=781, brojBodova=0, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z99:222, godiste=99, spol=Z, ukupanBrojBodova=15], redniBroj=114, vrijeme=35, brojBodova=0, diskvalificiran=true]
Rezultat [natjecatelj=Natjecatelj [id=Z99:239, godiste=99, spol=Z, ukupanBrojBodova=4], redniBroj=123, vrijeme=43, brojBodova=0, diskvalificiran=true]
Rezultat [natjecatelj=Natjecatelj [id=Z99:235, godiste=99, spol=Z, ukupanBrojBodova=33], redniBroj=121, vrijeme=192, brojBodova=25, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z99:238, godiste=99, spol=Z, ukupanBrojBodova=58], redniBroj=122, vrijeme=258, brojBodova=20, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z99:231, godiste=99, spol=Z, ukupanBrojBodova=35], redniBroj=118, vrijeme=427, brojBodova=15, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z99:234, godiste=99, spol=Z, ukupanBrojBodova=24], redniBroj=120, vrijeme=451, brojBodova=12, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z99:230, godiste=99, spol=Z, ukupanBrojBodova=26], redniBroj=117, vrijeme=511, brojBodova=10, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z99:240, godiste=99, spol=Z, ukupanBrojBodova=34], redniBroj=124, vrijeme=729, brojBodova=8, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z99:224, godiste=99, spol=Z, ukupanBrojBodova=6], redniBroj=115, vrijeme=793, brojBodova=6, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z99:221, godiste=99, spol=Z, ukupanBrojBodova=19], redniBroj=113, vrijeme=934, brojBodova=4, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z99:232, godiste=99, spol=Z, ukupanBrojBodova=42], redniBroj=119, vrijeme=960, brojBodova=2, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z99:225, godiste=99, spol=Z, ukupanBrojBodova=46], redniBroj=116, vrijeme=962, brojBodova=1, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z99:227, godiste=99, spol=Z, ukupanBrojBodova=39], redniBroj=113, vrijeme=371, brojBodova=25, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z99:225, godiste=99, spol=Z, ukupanBrojBodova=46], redniBroj=111, vrijeme=476, brojBodova=20, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z99:221, godiste=99, spol=Z, ukupanBrojBodova=19], redniBroj=110, vrijeme=553, brojBodova=15, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z99:226, godiste=99, spol=Z, ukupanBrojBodova=27], redniBroj=112, vrijeme=624, brojBodova=12, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z99:230, godiste=99, spol=Z, ukupanBrojBodova=26], redniBroj=114, vrijeme=677, brojBodova=10, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z99:237, godiste=99, spol=Z, ukupanBrojBodova=8], redniBroj=117, vrijeme=726, brojBodova=8, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z99:234, godiste=99, spol=Z, ukupanBrojBodova=24], redniBroj=116, vrijeme=833, brojBodova=6, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z99:239, godiste=99, spol=Z, ukupanBrojBodova=4], redniBroj=118, vrijeme=871, brojBodova=4, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z99:233, godiste=99, spol=Z, ukupanBrojBodova=24], redniBroj=115, vrijeme=921, brojBodova=2, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z99:236, godiste=99, spol=Z, ukupanBrojBodova=0], redniBroj=120, vrijeme=66, brojBodova=0, diskvalificiran=true]
Rezultat [natjecatelj=Natjecatelj [id=Z99:231, godiste=99, spol=Z, ukupanBrojBodova=35], redniBroj=115, vrijeme=83, brojBodova=0, diskvalificiran=true]
Rezultat [natjecatelj=Natjecatelj [id=Z99:223, godiste=99, spol=Z, ukupanBrojBodova=25], redniBroj=113, vrijeme=252, brojBodova=25, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z99:238, godiste=99, spol=Z, ukupanBrojBodova=58], redniBroj=121, vrijeme=358, brojBodova=20, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z99:232, godiste=99, spol=Z, ukupanBrojBodova=42], redniBroj=116, vrijeme=361, brojBodova=15, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z99:240, godiste=99, spol=Z, ukupanBrojBodova=34], redniBroj=122, vrijeme=385, brojBodova=12, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z99:233, godiste=99, spol=Z, ukupanBrojBodova=24], redniBroj=117, vrijeme=455, brojBodova=10, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z99:235, godiste=99, spol=Z, ukupanBrojBodova=33], redniBroj=119, vrijeme=684, brojBodova=8, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z99:234, godiste=99, spol=Z, ukupanBrojBodova=24], redniBroj=118, vrijeme=698, brojBodova=6, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z99:227, godiste=99, spol=Z, ukupanBrojBodova=39], redniBroj=114, vrijeme=825, brojBodova=4, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z99:232, godiste=99, spol=Z, ukupanBrojBodova=42], redniBroj=131, vrijeme=280, brojBodova=25, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z99:228, godiste=99, spol=Z, ukupanBrojBodova=32], redniBroj=129, vrijeme=452, brojBodova=20, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z99:222, godiste=99, spol=Z, ukupanBrojBodova=15], redniBroj=128, vrijeme=535, brojBodova=15, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z99:233, godiste=99, spol=Z, ukupanBrojBodova=24], redniBroj=132, vrijeme=571, brojBodova=12, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z99:238, godiste=99, spol=Z, ukupanBrojBodova=58], redniBroj=133, vrijeme=681, brojBodova=10, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z99:240, godiste=99, spol=Z, ukupanBrojBodova=34], redniBroj=134, vrijeme=704, brojBodova=8, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z99:230, godiste=99, spol=Z, ukupanBrojBodova=26], redniBroj=130, vrijeme=825, brojBodova=6, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z99:225, godiste=99, spol=Z, ukupanBrojBodova=46], redniBroj=114, vrijeme=146, brojBodova=25, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z99:231, godiste=99, spol=Z, ukupanBrojBodova=35], redniBroj=118, vrijeme=332, brojBodova=20, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z99:226, godiste=99, spol=Z, ukupanBrojBodova=27], redniBroj=115, vrijeme=342, brojBodova=15, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z99:228, godiste=99, spol=Z, ukupanBrojBodova=32], redniBroj=117, vrijeme=363, brojBodova=12, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z99:227, godiste=99, spol=Z, ukupanBrojBodova=39], redniBroj=116, vrijeme=382, brojBodova=10, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z99:238, godiste=99, spol=Z, ukupanBrojBodova=58], redniBroj=119, vrijeme=669, brojBodova=8, diskvalificiran=false]
Rezultat [natjecatelj=Natjecatelj [id=Z99:240, godiste=99, spol=Z, ukupanBrojBodova=34], redniBroj=120, vrijeme=720, brojBodova=6, diskvalificiran=false]


Skupine:
Skupina: M14
Natjecatelj [id=M14:18, godiste=14, spol=M, ukupanBrojBodova=46]
Natjecatelj [id=M14:16, godiste=14, spol=M, ukupanBrojBodova=45]
Natjecatelj [id=M14:19, godiste=14, spol=M, ukupanBrojBodova=45]
Natjecatelj [id=M14:7, godiste=14, spol=M, ukupanBrojBodova=41]
Natjecatelj [id=M14:11, godiste=14, spol=M, ukupanBrojBodova=41]
Natjecatelj [id=M14:2, godiste=14, spol=M, ukupanBrojBodova=40]
Natjecatelj [id=M14:5, godiste=14, spol=M, ukupanBrojBodova=37]
Natjecatelj [id=M14:10, godiste=14, spol=M, ukupanBrojBodova=32]
Natjecatelj [id=M14:13, godiste=14, spol=M, ukupanBrojBodova=32]
Natjecatelj [id=M14:20, godiste=14, spol=M, ukupanBrojBodova=31]
Natjecatelj [id=M14:6, godiste=14, spol=M, ukupanBrojBodova=28]
Natjecatelj [id=M14:8, godiste=14, spol=M, ukupanBrojBodova=19]
Natjecatelj [id=M14:1, godiste=14, spol=M, ukupanBrojBodova=16]
Natjecatelj [id=M14:3, godiste=14, spol=M, ukupanBrojBodova=15]
Natjecatelj [id=M14:17, godiste=14, spol=M, ukupanBrojBodova=15]
Natjecatelj [id=M14:9, godiste=14, spol=M, ukupanBrojBodova=8]
Natjecatelj [id=M14:12, godiste=14, spol=M, ukupanBrojBodova=6]
Natjecatelj [id=M14:14, godiste=14, spol=M, ukupanBrojBodova=6]
Natjecatelj [id=M14:15, godiste=14, spol=M, ukupanBrojBodova=6]
Natjecatelj [id=M14:4, godiste=14, spol=M, ukupanBrojBodova=2]

Skupina: M18
Natjecatelj [id=M18:27, godiste=18, spol=M, ukupanBrojBodova=81]
Natjecatelj [id=M18:22, godiste=18, spol=M, ukupanBrojBodova=57]
Natjecatelj [id=M18:38, godiste=18, spol=M, ukupanBrojBodova=49]
Natjecatelj [id=M18:39, godiste=18, spol=M, ukupanBrojBodova=45]
Natjecatelj [id=M18:24, godiste=18, spol=M, ukupanBrojBodova=33]
Natjecatelj [id=M18:32, godiste=18, spol=M, ukupanBrojBodova=32]
